5.0225	0
5.025	0
5.0275	0
5.03	0
5.0325	0
5.035	0
5.0375	0
5.04	0
5.0425	0
5.045	0
5.0475	0
5.05	0
5.0525	0
5.055	0
5.0575	0
5.06	0
5.0625	0
5.065	0
5.0675	0
5.07	0
5.0725	0
5.075	0
5.0775	0
5.08	0
5.0825	0
5.085	0
5.0875	0
5.09	0
5.0925	0
5.095	0
5.0975	0
5.1	0
5.1025	0
5.105	0
5.1075	0
5.11	0
5.1125	0
5.115	0
5.1175	0
5.12	0
5.1225	0
5.125	0
5.1275	0
5.13	0
5.1325	0
5.135	0
5.1375	0
5.14	0
5.1425	0
5.145	0
5.1475	0
5.15	0
5.1525	0
5.155	0
5.1575	0
5.16	0
5.1625	0
5.165	0
5.1675	0
5.17	0
5.1725	0
5.175	0
5.1775	0
5.18	0
5.1825	0
5.185	0
5.1875	0
5.19	0
5.1925	0
5.195	0
5.1975	0
5.2	0
5.2025	0
5.205	0
5.2075	0
5.21	0
5.2125	0
5.215	0
5.2175	0
5.22	0
5.2225	0
5.225	0
5.2275	0
5.23	0
5.2325	0
5.235	0
5.2375	0
5.24	0
5.2425	0
5.245	0
5.2475	0
5.25	0
5.2525	0
5.255	0
5.2575	0
5.26	0
5.2625	0
5.265	0
5.2675	0
5.27	0
5.2725	0
5.275	0
5.2775	0
5.28	0
5.2825	0
5.285	0
5.2875	0
5.29	0
5.2925	0
5.295	0
5.2975	0
5.3	0
5.3025	0
5.305	0
5.3075	0
5.31	0
5.3125	0
5.315	0
5.3175	0
5.32	0
5.3225	0
5.325	0
5.3275	0
5.33	0
5.3325	0
5.335	0
5.3375	0
5.34	0
5.3425	0
5.345	0
5.3475	0
5.35	0
5.3525	0
5.355	0
5.3575	0
5.36	0
5.3625	0
5.365	0
5.3675	0
5.37	0
5.3725	0
5.375	0
5.3775	0
5.38	0
5.3825	0
5.385	0
5.3875	0
5.39	0
5.3925	0
5.395	0
5.3975	0
5.4	0
5.4025	0
5.405	0
5.4075	0
5.41	0
5.4125	0
5.415	0
5.4175	0
5.42	0
5.4225	0
5.425	0
5.4275	0
5.43	0
5.4325	0
5.435	0
5.4375	0
5.44	0
5.4425	0
5.445	0
5.4475	0
5.45	0
5.4525	0
5.455	0
5.4575	0
5.46	0
5.4625	0
5.465	0
5.4675	0
5.47	0
5.4725	0
5.475	0
5.4775	0
5.48	0
5.4825	0
5.485	0
5.4875	0
5.49	0
5.4925	0
5.495	0
5.4975	0
5.5	0
5.5025	0
5.505	0
5.5075	0
5.51	0
5.5125	0
5.515	0
5.5175	0
5.52	0
5.5225	0
5.525	0
5.5275	0
5.53	0
5.5325	0
5.535	0
5.5375	0
5.54	0
5.5425	0
5.545	0
5.5475	0
5.55	0
5.5525	0
5.555	0
5.5575	0
5.56	0
5.5625	0
5.565	0
5.5675	0
5.57	0
5.5725	0
5.575	0
5.5775	0
5.58	0
5.5825	0
5.585	0
5.5875	0
5.59	0
5.5925	0
5.595	0
5.5975	0
5.6	0
5.6025	0
5.605	0
5.6075	0
5.61	0
5.6125	0
5.615	0
5.6175	0
5.62	0
5.6225	0
5.625	0
5.6275	0
5.63	0
5.6325	0
5.635	0
5.6375	0
5.64	0
5.6425	0
5.645	0
5.6475	0
5.65	0
5.6525	0
5.655	0
5.6575	0
5.66	0
5.6625	0
5.665	0
5.6675	0
5.67	0
5.6725	0
5.675	0
5.6775	0
5.68	0
5.6825	0
5.685	0
5.6875	0
5.69	0
5.6925	0
5.695	0
5.6975	0
5.7	0
5.7025	0
5.705	0
5.7075	0
5.71	0
5.7125	0
5.715	0
5.7175	0
5.72	0
5.7225	0
5.725	0
5.7275	0
5.73	0
5.7325	0
5.735	0
5.7375	0
5.74	0
5.7425	0
5.745	0
5.7475	0
5.75	0
5.7525	0
5.755	0
5.7575	0
5.76	0
5.7625	0
5.765	0
5.7675	0
5.77	0
5.7725	0
5.775	0
5.7775	0
5.78	0
5.7825	0
5.785	0
5.7875	0
5.79	0
5.7925	0
5.795	0
5.7975	0
5.8	0
5.8025	0
5.805	0
5.8075	0
5.81	0
5.8125	0
5.815	0
5.8175	0
5.82	0
5.8225	0
5.825	0
5.8275	0
5.83	0
5.8325	0
5.835	0
5.8375	0
5.84	0
5.8425	0
5.845	0
5.8475	0
5.85	0
5.8525	0
5.855	0
5.8575	0
5.86	0
5.8625	0
5.865	0
5.8675	0
5.87	0
5.8725	0
5.875	0
5.8775	0
5.88	0
5.8825	0
5.885	0
5.8875	0
5.89	0
5.8925	0
5.895	0
5.8975	0
5.9	0
5.9025	0
5.905	0
5.9075	0
5.91	0
5.9125	0
5.915	0
5.9175	0
5.92	0
5.9225	0
5.925	0
5.9275	0
5.93	0
5.9325	0
5.935	0
5.9375	0
5.94	0
5.9425	0
5.945	0
5.9475	0
5.95	0
5.9525	0
5.955	0
5.9575	0
5.96	0
5.9625	0
5.965	0
5.9675	0
5.97	0
5.9725	0
5.975	0
5.9775	0
5.98	0
5.9825	0
5.985	0
5.9875	0
5.99	0
5.9925	0
5.995	0
5.9975	0
6	0
6.0025	0
6.005	0
6.0075	0
6.01	0
6.0125	0
6.015	0
6.0175	0
6.02	0
6.0225	0
6.025	0
6.0275	0
6.03	0
6.0325	0
6.035	0
6.0375	0
6.04	0
6.0425	0
6.045	0
6.0475	0
6.05	0
6.0525	0
6.055	0
6.0575	0
6.06	0
6.0625	0
6.065	0
6.0675	0
6.07	0
6.0725	0
6.075	0
6.0775	0
6.08	0
6.0825	0
6.085	0
6.0875	0
6.09	0
6.0925	0
6.095	0
6.0975	0
6.1	0
6.1025	0
6.105	0
6.1075	0
6.11	0
6.1125	0
6.115	0
6.1175	0
6.12	0
6.1225	0
6.125	0
6.1275	0
6.13	0
6.1325	0
6.135	0
6.1375	0
6.14	0
6.1425	0
6.145	0
6.1475	0
6.15	0
6.1525	0
6.155	0
6.1575	0
6.16	0
6.1625	0
6.165	0
6.1675	0
6.17	0
6.1725	0
6.175	0
6.1775	0
6.18	0
6.1825	0
6.185	0
6.1875	0
6.19	0
6.1925	0
6.195	0
6.1975	0
6.2	0
6.2025	0
6.205	0
6.2075	0
6.21	0
6.2125	0
6.215	0
6.2175	0
6.22	0
6.2225	0
6.225	0
6.2275	0
6.23	0
6.2325	0
6.235	0
6.2375	0
6.24	0
6.2425	0
6.245	0
6.2475	0
6.25	0
6.2525	0
6.255	0
6.2575	0
6.26	0
6.2625	0
6.265	0
6.2675	0
6.27	0
6.2725	0
6.275	0
6.2775	0
6.28	0
6.2825	0
6.285	0
6.2875	0
6.29	0
6.2925	0
6.295	0
6.2975	0
6.3	0
6.3025	0
6.305	0
6.3075	0
6.31	0
6.3125	0
6.315	0
6.3175	0
6.32	0
6.3225	0
6.325	0
6.3275	0
6.33	0
6.3325	0
6.335	0
6.3375	0
6.34	0
6.3425	0
6.345	0
6.3475	0
6.35	0
6.3525	0
6.355	0
6.3575	0
6.36	0
6.3625	0
6.365	0
6.3675	0
6.37	0
6.3725	0
6.375	0
6.3775	0
6.38	0
6.3825	0
6.385	0
6.3875	0
6.39	0
6.3925	0
6.395	0
6.3975	0
6.4	0
6.4025	0
6.405	0
6.4075	0
6.41	0
6.4125	0
6.415	0
6.4175	0
6.42	0
6.4225	0
6.425	0
6.4275	0
6.43	0
6.4325	0
6.435	0
6.4375	0
6.44	0
6.4425	0
6.445	0
6.4475	0
6.45	0
6.4525	0
6.455	0
6.4575	0
6.46	0
6.4625	0
6.465	0
6.4675	0
6.47	0
6.4725	0
6.475	0
6.4775	0
6.48	0
6.4825	0
6.485	0
6.4875	0
6.49	0
6.4925	0
6.495	0
6.4975	0
6.5	0
6.5025	0
6.505	0
6.5075	0
6.51	0
6.5125	0
6.515	0
6.5175	0
6.52	0
6.5225	0
6.525	0
6.5275	0
6.53	0
6.5325	0
6.535	0
6.5375	0
6.54	0
6.5425	0
6.545	0
6.5475	0
6.55	0
6.5525	0
6.555	0
6.5575	0
6.56	0
6.5625	0
6.565	0
6.5675	0
6.57	0
6.5725	0
6.575	0
6.5775	0
6.58	0
6.5825	0
6.585	0
6.5875	0
6.59	0
6.5925	0
6.595	0
6.5975	0
6.6	0
6.6025	0
6.605	0
6.6075	0
6.61	0
6.6125	0
6.615	0
6.6175	0
6.62	0
6.6225	0
6.625	0
6.6275	0
6.63	0
6.6325	0
6.635	0
6.6375	0
6.64	0
6.6425	0
6.645	0
6.6475	0
6.65	0
6.6525	0
6.655	0
6.6575	0
6.66	0
6.6625	0
6.665	0
6.6675	0
6.67	0
6.6725	0
6.675	0
6.6775	0
6.68	0
6.6825	0
6.685	0
6.6875	0
6.69	0
6.6925	0
6.695	0
6.6975	0
6.7	0
6.7025	0
6.705	0
6.7075	0
6.71	0
6.7125	0
6.715	0
6.7175	0
6.72	0
6.7225	0
6.725	0
6.7275	0
6.73	0
6.7325	0
6.735	0
6.7375	0
6.74	0
6.7425	0
6.745	0
6.7475	0
6.75	0
6.7525	0
6.755	0
6.7575	0
6.76	0
6.7625	0
6.765	0
6.7675	0
6.77	0
6.7725	0
6.775	0
6.7775	0
6.78	0
6.7825	0
6.785	0
6.7875	0
6.79	0
6.7925	0
6.795	0
6.7975	0
6.8	0
6.8025	0
6.805	0
6.8075	0
6.81	0
6.8125	0
6.815	0
6.8175	0
6.82	0
6.8225	0
6.825	0
6.8275	0
6.83	0
6.8325	0
6.835	0
6.8375	0
6.84	0
6.8425	0
6.845	0
6.8475	0
6.85	0
6.8525	0
6.855	0
6.8575	0
6.86	0
6.8625	0
6.865	0
6.8675	0
6.87	0
6.8725	0
6.875	0
6.8775	0
6.88	0
6.8825	0
6.885	0
6.8875	0
6.89	0
6.8925	0
6.895	0
6.8975	0
6.9	0
6.9025	0
6.905	0
6.9075	0
6.91	0
6.9125	0
6.915	0
6.9175	0
6.92	0
6.9225	0
6.925	0
6.9275	0
6.93	0
6.9325	0
6.935	0
6.9375	0
6.94	0
6.9425	0
6.945	0
6.9475	0
6.95	0
6.9525	0
6.955	0
6.9575	0
6.96	0
6.9625	0
6.965	0
6.9675	0
6.97	0
6.9725	0
6.975	0
6.9775	0
6.98	0
6.9825	0
6.985	0
6.9875	0
6.99	0
6.9925	0
6.995	0
6.9975	0
7	0
7.0025	0
7.005	0
7.0075	0
7.01	0
7.0125	0
7.015	0
7.0175	0
7.02	0
7.0225	0
7.025	0
7.0275	0
7.03	0
7.0325	0
7.035	0
7.0375	0
7.04	0
7.0425	0
7.045	0
7.0475	0
7.05	0
7.0525	0
7.055	0
7.0575	0
7.06	0
7.0625	0
7.065	0
7.0675	0
7.07	0
7.0725	0
7.075	0
7.0775	0
7.08	0
7.0825	0
7.085	0
7.0875	0
7.09	0
7.0925	0
7.095	0
7.0975	0
7.1	0
7.1025	0
7.105	0
7.1075	0
7.11	0
7.1125	0
7.115	0
7.1175	0
7.12	0
7.1225	0
7.125	0
7.1275	0
7.13	0
7.1325	0
7.135	0
7.1375	0
7.14	0
7.1425	0
7.145	0
7.1475	0
7.15	0
7.1525	0
7.155	0
7.1575	0
7.16	0
7.1625	0
7.165	0
7.1675	0
7.17	0
7.1725	0
7.175	0
7.1775	0
7.18	0
7.1825	0
7.185	0
7.1875	0
7.19	0
7.1925	0
7.195	0
7.1975	0
7.2	0
7.2025	0
7.205	0
7.2075	0
7.21	0
7.2125	0
7.215	0
7.2175	0
7.22	0
7.2225	0
7.225	0
7.2275	0
7.23	0
7.2325	0
7.235	0
7.2375	0
7.24	0
7.2425	0
7.245	0
7.2475	0
7.25	0
7.2525	0
7.255	0
7.2575	0
7.26	0
7.2625	0
7.265	0
7.2675	0
7.27	0
7.2725	0
7.275	0
7.2775	0
7.28	0
7.2825	0
7.285	0
7.2875	0
7.29	0
7.2925	0
7.295	0
7.2975	0
7.3	0
7.3025	0
7.305	0
7.3075	0
7.31	0
7.3125	0
7.315	0
7.3175	0
7.32	0
7.3225	0
7.325	0
7.3275	0
7.33	0
7.3325	0
7.335	0
7.3375	0
7.34	0
7.3425	0
7.345	0
7.3475	0
7.35	0
7.3525	0
7.355	0
7.3575	0
7.36	0
7.3625	0
7.365	0
7.3675	0
7.37	0
7.3725	0
7.375	0
7.3775	0
7.38	0
7.3825	0
7.385	0
7.3875	0
7.39	0
7.3925	0
7.395	0
7.3975	0
7.4	0
7.4025	0
7.405	0
7.4075	0
7.41	0
7.4125	0
7.415	0
7.4175	0
7.42	0
7.4225	0
7.425	0
7.4275	0
7.43	0
7.4325	0
7.435	0
7.4375	0
7.44	0
7.4425	0
7.445	0
7.4475	0
7.45	0
7.4525	0
7.455	0
7.4575	0
7.46	0
7.4625	0
7.465	0
7.4675	0
7.47	0
7.4725	0
7.475	0
7.4775	0
7.48	0
7.4825	0
7.485	0
7.4875	0
7.49	0
7.4925	0
7.495	0
7.4975	0
7.5	0
7.5025	0
7.505	0
7.5075	0
7.51	0
7.5125	0
7.515	0
7.5175	0
7.52	0
7.5225	0
7.525	0
7.5275	0
7.53	0
7.5325	0
7.535	0
7.5375	0
7.54	0
7.5425	0
7.545	0
7.5475	0
7.55	0
7.5525	0
7.555	0
7.5575	0
7.56	0
7.5625	0
7.565	0
7.5675	0
7.57	0
7.5725	0
7.575	0
7.5775	0
7.58	0
7.5825	0
7.585	0
7.5875	0
7.59	0
7.5925	0
7.595	0
7.5975	0
7.6	0
7.6025	0
7.605	0
7.6075	0
7.61	0
7.6125	0
7.615	0
7.6175	0
7.62	0
7.6225	0
7.625	0
7.6275	0
7.63	0
7.6325	0
7.635	0
7.6375	0
7.64	0
7.6425	0
7.645	0
7.6475	0
7.65	0
7.6525	0
7.655	0
7.6575	0
7.66	0
7.6625	0
7.665	0
7.6675	0
7.67	0
7.6725	0
7.675	0
7.6775	0
7.68	0
7.6825	0
7.685	0
7.6875	0
7.69	0
7.6925	0
7.695	0
7.6975	0
7.7	0
7.7025	0
7.705	0
7.7075	0
7.71	0
7.7125	0
7.715	0
7.7175	0
7.72	0
7.7225	0
7.725	0
7.7275	0
7.73	0
7.7325	0
7.735	0
7.7375	0
7.74	0
7.7425	0
7.745	0
7.7475	0
7.75	0
7.7525	0
7.755	0
7.7575	0
7.76	0
7.7625	0
7.765	0
7.7675	0
7.77	0
7.7725	0
7.775	0
7.7775	0
7.78	0
7.7825	0
7.785	0
7.7875	0
7.79	0
7.7925	0
7.795	0
7.7975	0
7.8	0
7.8025	0
7.805	0
7.8075	0
7.81	0
7.8125	0
7.815	0
7.8175	0
7.82	0
7.8225	0
7.825	0
7.8275	0
7.83	0
7.8325	0
7.835	0
7.8375	0
7.84	0
7.8425	0
7.845	0
7.8475	0
7.85	0
7.8525	0
7.855	0
7.8575	0
7.86	0
7.8625	0
7.865	0
7.8675	0
7.87	0
7.8725	0
7.875	0
7.8775	0
7.88	0
7.8825	0
7.885	0
7.8875	0
7.89	0
7.8925	0
7.895	0
7.8975	0
7.9	0
7.9025	0
7.905	0
7.9075	0
7.91	0
7.9125	0
7.915	0
7.9175	0
7.92	0
7.9225	0
7.925	0
7.9275	0
7.93	0
7.9325	0
7.935	0
7.9375	0
7.94	0
7.9425	0
7.945	0
7.9475	0
7.95	0
7.9525	0
7.955	0
7.9575	0
7.96	0
7.9625	0
7.965	0
7.9675	0
7.97	0
7.9725	0
7.975	0
7.9775	0
7.98	0
7.9825	0
7.985	0
7.9875	0
7.99	0
7.9925	0
7.995	0
7.9975	0
8	0
8.0025	0
8.005	0
8.0075	0
8.01	0
8.0125	0
8.015	0
8.0175	0
8.02	0
8.0225	0
8.025	0
8.0275	0
8.03	0
8.0325	0
8.035	0
8.0375	0
8.04	0
8.0425	0
8.045	0
8.0475	0
8.05	0
8.0525	0
8.055	0
8.0575	0
8.06	0
8.0625	0
8.065	0
8.0675	0
8.07	0
8.0725	0
8.075	0
8.0775	0
8.08	0
8.0825	0
8.085	0
8.0875	0
8.09	0
8.0925	0
8.095	0
8.0975	0
8.1	0
8.1025	0
8.105	0
8.1075	0
8.11	0
8.1125	0
8.115	0
8.1175	0
8.12	0
8.1225	0
8.125	0
8.1275	0
8.13	0
8.1325	0
8.135	0
8.1375	0
8.14	0
8.1425	0
8.145	0
8.1475	0
8.15	0
8.1525	0
8.155	0
8.1575	0
8.16	0
8.1625	0
8.165	0
8.1675	0
8.17	0
8.1725	0
8.175	0
8.1775	0
8.18	0
8.1825	0
8.185	0
8.1875	0
8.19	0
8.1925	0
8.195	0
8.1975	0
8.2	0
8.2025	0
8.205	0
8.2075	0
8.21	0
8.2125	0
8.215	0
8.2175	0
8.22	0
8.2225	0
8.225	0
8.2275	0
8.23	0
8.2325	0
8.235	0
8.2375	0
8.24	0
8.2425	0
8.245	0
8.2475	0
8.25	0
8.2525	0
8.255	0
8.2575	0
8.26	0
8.2625	0
8.265	0
8.2675	0
8.27	0
8.2725	0
8.275	0
8.2775	0
8.28	0
8.2825	0
8.285	0
8.2875	0
8.29	0
8.2925	0
8.295	0
8.2975	0
8.3	0
8.3025	0
8.305	0
8.3075	0
8.31	0
8.3125	0
8.315	0
8.3175	0
8.32	0
8.3225	0
8.325	0
8.3275	0
8.33	0
8.3325	0
8.335	0
8.3375	0
8.34	0
8.3425	0
8.345	0
8.3475	0
8.35	0
8.3525	0
8.355	0
8.3575	0
8.36	0
8.3625	0
8.365	0
8.3675	0
8.37	0
8.3725	0
8.375	0
8.3775	0
8.38	0
8.3825	0
8.385	0
8.3875	0
8.39	0
8.3925	0
8.395	0
8.3975	0
8.4	0
8.4025	0
8.405	0
8.4075	0
8.41	0
8.4125	0
8.415	0
8.4175	0
8.42	0
8.4225	0
8.425	0
8.4275	0
8.43	0
8.4325	0
8.435	0
8.4375	0
8.44	0
8.4425	0
8.445	0
8.4475	0
8.45	0
8.4525	0
8.455	0
8.4575	0
8.46	0
8.4625	0
8.465	0
8.4675	0
8.47	0
8.4725	0
8.475	0
8.4775	0
8.48	0
8.4825	0
8.485	0
8.4875	0
8.49	0
8.4925	0
8.495	0
8.4975	0
8.5	0
8.5025	0
8.505	0
8.5075	0
8.51	0
8.5125	0
8.515	0
8.5175	0
8.52	0
8.5225	0
8.525	0
8.5275	0
8.53	0
8.5325	0
8.535	0
8.5375	0
8.54	0
8.5425	0
8.545	0
8.5475	0
8.55	0
8.5525	0
8.555	0
8.5575	0
8.56	0
8.5625	0
8.565	0
8.5675	0
8.57	0
8.5725	0
8.575	0
8.5775	0
8.58	0
8.5825	0
8.585	0
8.5875	0
8.59	0
8.5925	0
8.595	0
8.5975	0
8.6	0
8.6025	0
8.605	0
8.6075	0
8.61	0
8.6125	0
8.615	0
8.6175	0
8.62	0
8.6225	0
8.625	0
8.6275	0
8.63	0
8.6325	0
8.635	0
8.6375	0
8.64	0
8.6425	0
8.645	0
8.6475	0
8.65	0
8.6525	0
8.655	0
8.6575	0
8.66	0
8.6625	0
8.665	0
8.6675	0
8.67	0
8.6725	0
8.675	0
8.6775	0
8.68	0
8.6825	0
8.685	0
8.6875	0
8.69	0
8.6925	0
8.695	0
8.6975	0
8.7	0
8.7025	0
8.705	0
8.7075	0
8.71	0
8.7125	0
8.715	0
8.7175	0
8.72	0
8.7225	0
8.725	0
8.7275	0
8.73	0
8.7325	0
8.735	0
8.7375	0
8.74	0
8.7425	0
8.745	0
8.7475	0
8.75	0
8.7525	0
8.755	0
8.7575	0
8.76	0
8.7625	0
8.765	0
8.7675	0
8.77	0
8.7725	0
8.775	0
8.7775	0
8.78	0
8.7825	0
8.785	0
8.7875	0
8.79	0
8.7925	0
8.795	0
8.7975	0
8.8	0
8.8025	0
8.805	0
8.8075	0
8.81	0
8.8125	0
8.815	0
8.8175	0
8.82	0
8.8225	0
8.825	0
8.8275	0
8.83	0
8.8325	0
8.835	0
8.8375	0
8.84	0
8.8425	0
8.845	0
8.8475	0
8.85	0
8.8525	0
8.855	0
8.8575	0
8.86	0
8.8625	0
8.865	0
8.8675	0
8.87	0
8.8725	0
8.875	0
8.8775	0
8.88	0
8.8825	0
8.885	0
8.8875	0
8.89	0
8.8925	0
8.895	0
8.8975	0
8.9	0
8.9025	0
8.905	0
8.9075	0
8.91	0
8.9125	0
8.915	0
8.9175	0
8.92	0
8.9225	0
8.925	0
8.9275	0
8.93	0
8.9325	0
8.935	0
8.9375	0
8.94	0
8.9425	0
8.945	0
8.9475	0
8.95	0
8.9525	0
8.955	0
8.9575	0
8.96	0
8.9625	0
8.965	0
8.9675	0
8.97	0
8.9725	0
8.975	0
8.9775	0
8.98	0
8.9825	0
8.985	0
8.9875	0
8.99	0
8.9925	0
8.995	0
8.9975	0
9	0
9.0025	0
9.005	0
9.0075	0
9.01	0
9.0125	0
9.015	0
9.0175	0
9.02	0
9.0225	0
9.025	0
9.0275	0
9.03	0
9.0325	0
9.035	0
9.0375	0
9.04	0
9.0425	0
9.045	0
9.0475	0
9.05	0
9.0525	0
9.055	0
9.0575	0
9.06	0
9.0625	0
9.065	0
9.0675	0
9.07	0
9.0725	0
9.075	0
9.0775	0
9.08	0
9.0825	0
9.085	0
9.0875	0
9.09	0
9.0925	0
9.095	0
9.0975	0
9.1	0
9.1025	0
9.105	0
9.1075	0
9.11	0
9.1125	0
9.115	0
9.1175	0
9.12	0
9.1225	0
9.125	0
9.1275	0
9.13	0
9.1325	0
9.135	0
9.1375	0
9.14	0
9.1425	0
9.145	0
9.1475	0
9.15	0
9.1525	0
9.155	0
9.1575	0
9.16	0
9.1625	0
9.165	0
9.1675	0
9.17	0
9.1725	0
9.175	0
9.1775	0
9.18	0
9.1825	0
9.185	0
9.1875	0
9.19	0
9.1925	0
9.195	0
9.1975	0
9.2	0
9.2025	0
9.205	0
9.2075	0
9.21	0
9.2125	0
9.215	0
9.2175	0
9.22	0
9.2225	0
9.225	0
9.2275	0
9.23	0
9.2325	0
9.235	0
9.2375	0
9.24	0
9.2425	0
9.245	0
9.2475	0
9.25	0
9.2525	0
9.255	0
9.2575	0
9.26	0
9.2625	0
9.265	0
9.2675	0
9.27	0
9.2725	0
9.275	0
9.2775	0
9.28	0
9.2825	0
9.285	0
9.2875	0
9.29	0
9.2925	0
9.295	0
9.2975	0
9.3	0
9.3025	0
9.305	0
9.3075	0
9.31	0
9.3125	0
9.315	0
9.3175	0
9.32	0
9.3225	0
9.325	0
9.3275	0
9.33	0
9.3325	0
9.335	0
9.3375	0
9.34	0
9.3425	0
9.345	0
9.3475	0
9.35	0
9.3525	0
9.355	0
9.3575	0
9.36	0
9.3625	0
9.365	0
9.3675	0
9.37	0
9.3725	0
9.375	0
9.3775	0
9.38	0
9.3825	0
9.385	0
9.3875	0
9.39	0
9.3925	0
9.395	0
9.3975	0
9.4	0
9.4025	0
9.405	0
9.4075	0
9.41	0
9.4125	0
9.415	0
9.4175	0
9.42	0
9.4225	0
9.425	0
9.4275	0
9.43	0
9.4325	0
9.435	0
9.4375	0
9.44	0
9.4425	0
9.445	0
9.4475	0
9.45	0
9.4525	0
9.455	0
9.4575	0
9.46	0
9.4625	0
9.465	0
9.4675	0
9.47	0
9.4725	0
9.475	0
9.4775	0
9.48	0
9.4825	0
9.485	0
9.4875	0
9.49	0
9.4925	0
9.495	0
9.4975	0
9.5	0
9.5025	0
9.505	0
9.5075	0
9.51	0
9.5125	0
9.515	0
9.5175	0
9.52	0
9.5225	0
9.525	0
9.5275	0
9.53	0
9.5325	0
9.535	0
9.5375	0
9.54	0
9.5425	0
9.545	0
9.5475	0
9.55	0
9.5525	0
9.555	0
9.5575	0
9.56	0
9.5625	0
9.565	0
9.5675	0
9.57	0
9.5725	0
9.575	0
9.5775	0
9.58	0
9.5825	0
9.585	0
9.5875	0
9.59	0
9.5925	0
9.595	0
9.5975	0
9.6	0
9.6025	0
9.605	0
9.6075	0
9.61	0
9.6125	0
9.615	0
9.6175	0
9.62	0
9.6225	0
9.625	0
9.6275	0
9.63	0
9.6325	0
9.635	0
9.6375	0
9.64	0
9.6425	0
9.645	0
9.6475	0
9.65	0
9.6525	0
9.655	0
9.6575	0
9.66	0
9.6625	0
9.665	0
9.6675	0
9.67	0
9.6725	0
9.675	0
9.6775	0
9.68	0
9.6825	0
9.685	0
9.6875	0
9.69	0
9.6925	0
9.695	0
9.6975	0
9.7	0
9.7025	0
9.705	0
9.7075	0
9.71	0
9.7125	0
9.715	0
9.7175	0
9.72	0
9.7225	0
9.725	0
9.7275	0
9.73	0
9.7325	0
9.735	0
9.7375	0
9.74	0
9.7425	0
9.745	0
9.7475	0
9.75	0
9.7525	0
9.755	0
9.7575	0
9.76	0
9.7625	0
9.765	0
9.7675	0
9.77	0
9.7725	0
9.775	0
9.7775	0
9.78	0
9.7825	0
9.785	0
9.7875	0
9.79	0
9.7925	0
9.795	0
9.7975	0
9.8	0
9.8025	0
9.805	0
9.8075	0
9.81	0
9.8125	0
9.815	0
9.8175	0
9.82	0
9.8225	0
9.825	0
9.8275	0
9.83	0
9.8325	0
9.835	0
9.8375	0
9.84	0
9.8425	0
9.845	0
9.8475	0
9.85	0
9.8525	0
9.855	0
9.8575	0
9.86	0
9.8625	0
9.865	0
9.8675	0
9.87	0
9.8725	0
9.875	0
9.8775	0
9.88	0
9.8825	0
9.885	0
9.8875	0
9.89	0
9.8925	0
9.895	0
9.8975	0
9.9	0
9.9025	0
9.905	0
9.9075	0
9.91	0
9.9125	0
9.915	0
9.9175	0
9.92	0
9.9225	0
9.925	0
9.9275	0
9.93	0
9.9325	0
9.935	0
9.9375	0
9.94	0
9.9425	0
9.945	0
9.9475	0
9.95	0
9.9525	0
9.955	0
9.9575	0
9.96	0
9.9625	0
9.965	0
9.9675	0
9.97	0
9.9725	0
9.975	0
9.9775	0
9.98	0
9.9825	0
9.985	0
9.9875	0
9.99	0
9.9925	0
9.995	0
9.9975	0
